id_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,geocodage_xy_festival,latitude_festival,longitude_festival,id_commune,GeoPoint_festival
2774,,10018,,,"48.0923181622, 3.92346188322",48.0923181622,3.92346188322,3160,POINT(3.92346188322 48.0923181622)
4158,,10018,,,"48.0923181622, 3.92346188322",48.0923181622,3.92346188322,3160,POINT(3.92346188322 48.0923181622)
4489,,10033,,,"48.2339751025, 4.71595700167",48.2339751025,4.71595700167,3175,POINT(4.71595700167 48.2339751025)
5028,,10033,,,"48.2339751025, 4.71595700167",48.2339751025,4.71595700167,3175,POINT(4.71595700167 48.2339751025)
2817,,1004,place Jules Ferry,,"45.9608475114, 5.3729257777",45.9608475114,5.3729257777,3,POINT(5.3729257777 45.9608475114)
5979,,1004,223 Rue Alexandre Bérard,Lycée Alexandre Bérard,"45.9608475114, 5.3729257777",45.9608475114,5.3729257777,3,POINT(5.3729257777 45.9608475114)
150,Départementale,1007,place Place Thollon,,"46.0055913782, 5.35760660735",46.0055913782,5.35760660735,6,POINT(5.35760660735 46.0055913782)
5398,,10080,,,"48.0548103736, 4.14007416764",48.0548103736,4.14007416764,3221,POINT(4.14007416764 48.0548103736)
5399,,10080,,,"48.0548103736, 4.14007416764",48.0548103736,4.14007416764,3221,POINT(4.14007416764 48.0548103736)
5765,,10081,,,"48.3161316832, 4.03517553523",48.3161316832,4.03517553523,3222,POINT(4.03517553523 48.3161316832)
1699,Régionale,1024,305 Rue Grande,Mairie,"46.2861802203, 5.1795233845",46.2861802203,5.1795233845,21,POINT(5.1795233845 46.2861802203)
6081,,1024,313 Chemin des Baudières,Centre Culturel - Espace Salvert,"46.2861802203, 5.1795233845",46.2861802203,5.1795233845,21,POINT(5.1795233845 46.2861802203)
3036,,1025,Lieu-dit du Petit Chavanet,Ferme de la Pérouze,"46.3233203302, 4.9528678933",46.3233203302,4.9528678933,22,POINT(4.9528678933 46.3233203302)
2982,,10289,,,"48.5851575322, 3.98528853809",48.5851575322,3.98528853809,3426,POINT(3.98528853809 48.5851575322)
4289,,1033,PLACE JEANNE d'ARC,CENTRE JEAN MARINET,"46.1067901755, 5.83202736464",46.1067901755,5.83202736464,30,POINT(5.83202736464 46.1067901755)
3227,,10333,,,"48.2782659904, 4.04840305057",48.2782659904,4.04840305057,3467,POINT(4.04840305057 48.2782659904)
5931,,1034,,Cour du palais épiscopal,"45.7494697806, 5.68412365526",45.7494697806,5.68412365526,31,POINT(5.68412365526 45.7494697806)
3564,,10357,,,"48.2913084954, 4.13302448391",48.2913084954,4.13302448391,3491,POINT(4.13302448391 48.2913084954)
3031,,10362,,,"48.2963408998, 4.02333022061",48.2963408998,4.02333022061,3496,POINT(4.02333022061 48.2963408998)
6037,,10362,,,"48.2963408998, 4.02333022061",48.2963408998,4.02333022061,3496,POINT(4.02333022061 48.2963408998)
2767,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
3259,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
3425,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
3736,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
4864,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
4895,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
5689,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
6523,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
7056,,10387,,,"48.2967099637, 4.07827967525",48.2967099637,4.07827967525,3520,POINT(4.07827967525 48.2967099637)
6552,,1044,100 Route des Etournelles,,"46.0791346715, 5.76591818163",46.0791346715,5.76591818163,41,POINT(5.76591818163 46.0791346715)
44,Communale,1053,4 Allée Des Brotteaux,Mcc 4 allée des Brotteaux,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
1394,Nationale,1053,20 Rue Lamartine,,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
1713,Régionale,1053,3 Rue de la Citadelle,,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
1934,,1053,14 Rue des Casernes,,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
2804,,1053,,Différents lieux :  Eglise de Brou Théatre Cloître de Brou,"46.204283, 5.22458",46.204283,5.22458,49,POINT(5.22458 46.204283)
2818,,1053,,Différents lieux : Chapelle du Lycée Lalande Maison de la Culture et de la Citoyenneté H2M La Tannerie,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
2933,,1053,,Monastère royal de Brou,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
2991,,1053,10 Rue paul pioda,,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
4533,,1053,,Différents lieux : L'école Alphonse Baudin Cie Passaros,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
4944,,1053,,A l’extérieur de la MCC,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
4959,,1053,13 Avenue Alsace lorraine,,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
4986,,1053,,Dans les rues de l'agglomération,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
5903,,1053,27 chemin des narcisses,Domaine de La Garde,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
5999,,1053,63 Boulevard de Brou,Monastère Royal de Brou,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
7169,,1053,Place de la Comédie,,"46.2051520382, 5.24602125501",46.2051520382,5.24602125501,49,POINT(5.24602125501 46.2051520382)
4985,,1054,Place de la Vinaigrerie,,"45.8861934456, 5.14349196896",45.8861934456,5.14349196896,50,POINT(5.14349196896 45.8861934456)
3897,,1072,Place Jean moulin,,"46.1832170988, 5.32007207542",46.1832170988,5.32007207542,65,POINT(5.32007207542 46.1832170988)
142,Départementale,1093,1 Rue des peupliers,,"46.1232390685, 4.95810003714",46.1232390685,4.95810003714,84,POINT(4.95810003714 46.1232390685)
1404,Nationale,1093,,Communauté de communes de la Dombes,"46.1232390685, 4.95810003714",46.1232390685,4.95810003714,84,POINT(4.95810003714 46.1232390685)
6356,,11005,24 Avenue de la malepere,Foyer,"43.1820306523, 2.2370439206",43.1820306523,2.2370439206,3580,POINT(2.2370439206 43.1820306523)
5211,,11049,Avenue Clémenceau,Parc Des Essarts,"43.2514206471, 2.11029895207",43.2514206471,2.11029895207,3624,POINT(2.11029895207 43.2514206471)
3971,,11064,10 Rue des  Ecoles,,"43.1336113618, 2.65379340398",43.1336113618,2.65379340398,3638,POINT(2.65379340398 43.1336113618)
6380,,11068,,,"43.1836102247, 2.5538350475",43.1836102247,2.5538350475,3642,POINT(2.5538350475 43.1836102247)
6929,,11068,63 Avenue Des Anciens Combattants,Espace Culturel Le Chai,"43.1836102247, 2.5538350475",43.1836102247,2.5538350475,3642,POINT(2.5538350475 43.1836102247)
1407,Communale,11069,1 Place Theatre Jean Deschamps,La Cité,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
2346,,11069,37 Rue Chapeau Rouge,Mjc 91 Rue Aimé Ramond 11000 Carcassonne,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
2647,,11069,,les bibliothèques et médiathèques,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
3618,,11069,,Chateau de Carcassone Adresse administrative: Cité de Carcassonne 11000 Carcassonne,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
4700,,11069,82 Rue de verdun,Galeries Graph,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
5218,,11069,53 Rue de Verdun,,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
5562,,11069,20 Chemin Des Ourtets,,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
5563,,11069,1 Rue des  3 Couronnes,,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
6563,,11069,,Pole culturel,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
6564,,11069,,,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
6930,,11069,,salle Chapeau Rouge Adresse administrative :  Association 11bouge 75 rue Édouard Branly - Zone Industrielle Bouriette - 11000 Carcassonne,"43.2093798444, 2.34398855385",43.2093798444,2.34398855385,3643,POINT(2.34398855385 43.2093798444)
2193,,11076,Rue du  Général Dejean,Théâtre Des 3 Ponts,"43.3230173159, 1.96073752488",43.3230173159,1.96073752488,3650,POINT(1.96073752488 43.3230173159)
2502,,11076,Rue du  Général Dejean,Théâtre Des 3 Ponts,"43.3230173159, 1.96073752488",43.3230173159,1.96073752488,3650,POINT(1.96073752488 43.3230173159)
2649,,11076,Rue Saint-Michel,Collégiale Saint Michel,"43.3230173159, 1.96073752488",43.3230173159,1.96073752488,3650,POINT(1.96073752488 43.3230173159)
3622,,11076,31 Boulevard Lapasset,,"43.3230173159, 1.96073752488",43.3230173159,1.96073752488,3650,POINT(1.96073752488 43.3230173159)
4139,,11076,31 Boulevard Lapasset,,"43.3230173159, 1.96073752488",43.3230173159,1.96073752488,3650,POINT(1.96073752488 43.3230173159)
5394,,11076,36-38 Rue du  Général Dejean,Théâtre Des 3 Ponts (Halle De Verdun),"43.3230173159, 1.96073752488",43.3230173159,1.96073752488,3650,POINT(1.96073752488 43.3230173159)
5565,,11081,Place de L'eglise,,"43.3327963198, 2.51635482478",43.3327963198,2.51635482478,3655,POINT(2.51635482478 43.3327963198)
2500,,11087,esplanade de la madone,en plein air,"43.1886848888, 1.94714608711",43.1886848888,1.94714608711,3661,POINT(1.94714608711 43.1886848888)
534,Intercommunale,11089,/ Chemin du Paradis,Usine Cayre,"43.3239782132, 2.12966126404",43.3239782132,2.12966126404,3663,POINT(2.12966126404 43.3239782132)
5046,,11091,,Différents lieux :  La maison du lac  L’église Saint Pierre de Chalabre,"42.9817651679, 2.01049024009",42.9817651679,2.01049024009,3665,POINT(2.01049024009 42.9817651679)
5407,,11098,,mairie de conilhac corbières,"43.1847654132, 2.71572755182",43.1847654132,2.71572755182,3671,POINT(2.71572755182 43.1847654132)
1506,Régionale,11099,Avenue Félix Roquefort,Foyer Municipal,"43.2842108379, 2.38445720467",43.2842108379,2.38445720467,3672,POINT(2.38445720467 43.2842108379)
5902,,11099,/ Rue du  Commerce,Theâtre 3 Conques Et Exterieur,"43.2842108379, 2.38445720467",43.2842108379,2.38445720467,3672,POINT(2.38445720467 43.2842108379)
1205,Intercommunale,11103,18bis Route Des Pyrénées,,"42.9352199297, 2.27047605296",42.9352199297,2.27047605296,3676,POINT(2.27047605296 42.9352199297)
1528,Régionale,11106,56 Quai De la Révolution,,"43.247330951, 3.05926886129",43.247330951,3.05926886129,3679,POINT(3.05926886129 43.247330951)
5744,,11106,Place Tailhades,,"43.247330951, 3.05926886129",43.247330951,3.05926886129,3679,POINT(3.05926886129 43.247330951)
4341,,11113,,,"42.8512642371, 2.60941588614",42.8512642371,2.60941588614,3686,POINT(2.60941588614 42.8512642371)
6211,,11123,8 Chemin du fort,,"42.8656597, 2.56758604959",42.8656597,2.56758604959,3696,POINT(2.56758604959 42.8656597)
6588,,11129,Rue de la gare,,"42.9316895316, 2.22104640259",42.9316895316,2.22104640259,3702,POINT(2.22104640259 42.9316895316)
6777,,11132,Place de la tour carrée,Différents lieux :  Place de la Tour Carrée  Médiathèque  Derrière la salle polyvalente  Derrière la Chapelle et Cloître Place Saint Hubert  Devant la Tour Carrée Derrière la salle polyvalente Cloître de la Chapelle Salle des fêtes Musée Charles Cros  Place St-Hubert  Salle Polyvalente   Adresse administrative : GRECA LE MAT MAIRIE AVENUE DE LA MAIRIE 11200 FABREZAN,"43.1259965939, 2.70495303156",43.1259965939,2.70495303156,3705,POINT(2.70495303156 43.1259965939)
5416,,11136,,,"43.1870163521, 2.03666099746",43.1870163521,2.03666099746,3709,POINT(2.03666099746 43.1870163521)
5234,,11140,25 Rue de La Robine,De La Robine,"43.1431544039, 2.7387140866",43.1431544039,2.7387140866,3713,POINT(2.7387140866 43.1431544039)
5235,,11140,/ Avenue De Lézigan,Espace Culturel Des Corbières,"43.1431544039, 2.7387140866",43.1431544039,2.7387140866,3713,POINT(2.7387140866 43.1431544039)
2061,,11145,,saint pierre la mer,"43.214412802, 3.17666583157",43.214412802,3.17666583157,3718,POINT(3.17666583157 43.214412802)
4167,,11150,Champ Communal Allée Du Stade,8 Bis,"43.3746615673, 2.25320474783",43.3746615673,2.25320474783,3723,POINT(2.25320474783 43.3746615673)
3157,,11152,Route De Coustouge,Foyer Bernard Boquet,"43.0447254649, 2.79293722382",43.0447254649,2.79293722382,3725,POINT(2.79293722382 43.0447254649)
4174,,11170,36 Avenue Des Ayguades,Residence Ephyra,"43.1040163547, 3.08229513652",43.1040163547,3.08229513652,3743,POINT(3.08229513652 43.1040163547)
2230,,11185,,la Halle à lagrasse Adresse administrative : Association EBEN Mairie de Lagrasse Avenue des Condamines 11220 Lagrasse,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
2231,,11185,,Différents lieux : sous les halles de Lagrasse sur le boulevard de la Promenade  sur les berges de l’Orbieu,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
3332,,11185,/ Rue /,Stade De Lagrasse,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
3498,,11185,19 Rue Saint-Michel,Eglise Saint-Michel,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
3802,,11185,8 Rue Foy,,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
5083,,11185,4 Rue rive gauche,Abbaye Publique,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
6241,,11185,1 Chemin Des Étiroirs,,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
6422,,11185,,Différents lieux en plein air  et à l'Abbaye,"43.0957230349, 2.60436046295",43.0957230349,2.60436046295,3757,POINT(2.60436046295 43.0957230349)
3496,,11190,,Port La Fabrique,"43.2477384944, 2.64987073042",43.2477384944,2.64987073042,3762,POINT(2.64987073042 43.2477384944)
6419,,11190,4 Rue du Pays-Bas,Villegly,"43.2477384944, 2.64987073042",43.2477384944,2.64987073042,3762,POINT(2.64987073042 43.2477384944)
3178,,11202,,"rues Leucate Village, en plein air","42.8993650672, 3.02676038573",42.8993650672,3.02676038573,3774,POINT(3.02676038573 42.8993650672)
4762,,11202,,L’Espace Henry de Monfreid  au Clap Ciné de Port Leucate,"42.8993650672, 3.02676038573",42.8993650672,3.02676038573,3774,POINT(3.02676038573 42.8993650672)
5607,,11202,/ Rue du  Dour,Espace Henry De Monfreid,"42.8993650672, 3.02676038573",42.8993650672,3.02676038573,3774,POINT(3.02676038573 42.8993650672)
3983,,11203,,,"43.2036730565, 2.76215028732",43.2036730565,2.76215028732,3775,POINT(2.76215028732 43.2036730565)
492,Intercommunale,11206,7 Avenue Gabriel Raynier,Mairie (Courrier Associations),"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
1297,Internationale,11206,25 Avenue Fabre d'Eglantine,Salle Olympie,"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
2244,,11206,Place de la république,,"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
3182,,11206,,DIfférents lieux :  cité médiévale de Carcassonne musées d'Espéraza place de la République,"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
3505,,11206,49 Rue de la Mairie,,"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
6974,,11206,,,"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
7087,,11206,2 Rue des  Roseaux,,"43.0499293279, 2.23958811407",43.0499293279,2.23958811407,3778,POINT(2.23958811407 43.0499293279)
398,Départementale,11262,74 Avenue Maitre Hubert Mouly,Arena,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
671,Intercommunale,11262,12 Boulevard Frédéric Mistral,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
1476,Régionale,11262,27 bis Rue du  Bois Rolland,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
2264,,11262,12 Boulevard Frederic Mistral,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
2399,,11262,Promenade Des Barques,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
4229,,11262,4 Rue Garibaldi,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
4582,,11262,16 Place de l'Hôtel de Ville,Palais Des Archevêques,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
4789,,11262,2 Avenue Maître Hubert Mouly,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
4790,,11262,16 Place de l'Hôtel de Ville,Palais Des Archeveques,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
5292,,11262,,l’abbaye de Fontfroide NARBONNE,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
5629,,11262,Place de l'Hôtel de Ville,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
6273,,11262,Route De Narbonne Plage,,"43.1652399898, 3.02023868739",43.1652399898,3.02023868739,3833,POINT(3.02023868739 43.1652399898)
2280,,11266,60 Quai Du Port,Théâtre De La Mer,"43.0210644931, 3.03976442192",43.0210644931,3.03976442192,3837,POINT(3.03976442192 43.0210644931)
5312,,11266,1193 Chemin Chemin Du Calvaire,Bp 78,"43.0210644931, 3.03976442192",43.0210644931,3.03976442192,3837,POINT(3.03976442192 43.0210644931)
4041,,11267,2 Rue de L'ancienne Forge,,"43.1784619561, 2.83659066279",43.1784619561,2.83659066279,3838,POINT(2.83659066279 43.1784619561)
6171,,11275,,,"43.2622935263, 1.87477238509",43.2622935263,1.87477238509,3846,POINT(1.87477238509 43.2622935263)
6117,,11279,/ Rue du  Coustou,Theâtre Na Loba,"43.2513741105, 2.31315453913",43.2513741105,2.31315453913,3850,POINT(2.31315453913 43.2513741105)
6289,,11279,,Différents lieux :  Chateau de pennautier Théatre na loba,"43.2513741105, 2.31315453913",43.2513741105,2.31315453913,3850,POINT(2.31315453913 43.2513741105)
5643,,11286,Place du Bourguet,,"43.2937181047, 2.56669298957",43.2937181047,2.56669298957,3857,POINT(2.56669298957 43.2937181047)
3851,,11287,,Association Made in,"42.9635540616, 2.33849254211",42.9635540616,2.33849254211,3858,POINT(2.33849254211 42.9635540616)
3701,,11297,,château de Saissac,"43.4116401638, 2.43867398823",43.4116401638,2.43867398823,3868,POINT(2.43867398823 43.4116401638)
1662,Régionale,11309,,"Domaine de l’Abbe Saunière, jardinde l'abbe saunière","42.9139113416, 2.27362239522",42.9139113416,2.27362239522,3879,POINT(2.27362239522 42.9139113416)
5324,,11319,1 Place de la Mairie,,"43.3939652788, 2.37477905225",43.3939652788,2.37477905225,3889,POINT(2.37477905225 43.3939652788)
5497,,11351,,Différents Lieux (Foyer/Cave Gauget/Ecoles),"43.0835460249, 2.71390822803",43.0835460249,2.71390822803,3919,POINT(2.71390822803 43.0835460249)
5502,,11361,5 Place Monseigneur de Langle,Abbaye De Saint-Papoul,"43.3374046005, 2.04475421603",43.3374046005,2.04475421603,3929,POINT(2.04475421603 43.3374046005)
5338,,11362,,au coeur de lauragais au milieu des champs,"43.4046115427, 1.88105647745",43.4046115427,1.88105647745,3930,POINT(1.88105647745 43.4046115427)
3245,,11369,,,"43.2700227368, 2.93528136754",43.2700227368,2.93528136754,3937,POINT(2.93528136754 43.2700227368)
4103,,11397,/ Place de la République,Maire De Trèbes - Salle Des Congrès,"43.2054644637, 2.45954102477",43.2054644637,2.45954102477,3965,POINT(2.45954102477 43.2054644637)
2930,,1142,,Salle des Bâtonnes,"45.8531616918, 5.07289166803",45.8531616918,5.07289166803,125,POINT(5.07289166803 45.8531616918)
285,Départementale,11426,Chemin De Saint-Anne,,"43.2930208254, 2.43699100253",43.2930208254,2.43699100253,3993,POINT(2.43699100253 43.2930208254)
1703,Régionale,11426,Chemin De Saint-Anne,Salle Des Fêtes,"43.2930208254, 2.43699100253",43.2930208254,2.43699100253,3993,POINT(2.43699100253 43.2930208254)
2895,,1143,73 route hippodrome DE DIVONNE LES BAINS,www.lesvachesfolks.fr,"46.3756333495, 6.1158647611",46.3756333495,6.1158647611,126,POINT(6.1158647611 46.3756333495)
6350,,11435,,Château de Cointes à Roullens,"43.0054052099, 2.63468678953",43.0054052099,2.63468678953,4002,POINT(2.63468678953 43.0054052099)
1069,Intercommunale,1153,,Différents lieux : Librairie Le Vrai Lieu Librairie Le Passeur  Librairie Rêves de mots Librairie Les mots du zèbre,"46.3160845207, 6.01926187996",46.3160845207,6.01926187996,135,POINT(6.01926187996 46.3160845207)
5584,,1157,,Château Bouchet,"46.020997974, 4.7620080898",46.020997974,4.7620080898,138,POINT(4.7620080898 46.020997974)
5935,,1157,,Salle des fêtes,"46.020997974, 4.7620080898",46.020997974,4.7620080898,138,POINT(4.7620080898 46.020997974)
5957,,1157,,Le Château de Fareins,"46.020997974, 4.7620080898",46.020997974,4.7620080898,138,POINT(4.7620080898 46.020997974)
16,Communale,1160,Mairie Avenue voltaire,Commune de Ferney-Voltaire,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
768,Intercommunale,1160,,Chateau de Voltaire,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
3001,,1160,,Différents lieux : Théâtre Le Bordeau à Saint-Genis-Pouilly Cinéma le Voltaire à Ferney Voltaire,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
4910,,1160,,Château de Voltaire,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
4973,,1160,Parc de la Tire,,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
6056,,1160,Chemin de la Brunette,ZA La Poterie,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
7069,,1160,,Différents lieux :  Esplanade du lac Château de Ferney-Voltaire Salle Pierre Jaques Église de Crozet Théâtre les 50 Eglise de Sergy,"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,141,POINT(6.10826403805 46.2519789243)
45,Communale,1173,228 Avenue Des Alpes,Centre Socioculturel Les Libellules,"46.3471891747, 6.04650555568",46.3471891747,6.04650555568,150,POINT(6.04650555568 46.3471891747)
624,Intercommunale,1173,1 Avenue Perdtemps,,"46.3471891747, 6.04650555568",46.3471891747,6.04650555568,150,POINT(6.04650555568 46.3471891747)
6937,,1179,128 Rue Gustave Lambert,,"46.2633634407, 4.84621318847",46.2633634407,4.84621318847,154,POINT(4.84621318847 46.2633634407)
1910,,1185,,Plateau d'Hauteville,"45.9696520061, 5.57627261783",45.9696520061,5.57627261783,159,POINT(5.57627261783 45.9696520061)
6639,,1185,,Théatre hauteville,"45.9696520061, 5.57627261783",45.9696520061,5.57627261783,159,POINT(5.57627261783 45.9696520061)
6112,,1197,,Différents lieux : Campus de l’Université Lyon 3 Centre Psychothérapique de l’Ain Maison de la Culture et de la Citoyenneté La Fabrique du Revermont à Simandre-sur-Suran Au Zoom,"46.1464982407, 5.33452833151",46.1464982407,5.33452833151,170,POINT(5.33452833151 46.1464982407)
6917,,12026,Rue Château,Château de Bertholène,"44.3951997527, 2.78341531364",44.3951997527,2.78341531364,4031,POINT(2.78341531364 44.3951997527)
3612,,12033,,Eglise Sainte-Fauste,"44.4675229225, 2.70795409779",44.4675229225,2.70795409779,4038,POINT(2.70795409779 44.4675229225)
1432,Régionale,12052,,Parc De Capèle,"44.5596095618, 2.06863929998",44.5596095618,2.06863929998,4056,POINT(2.06863929998 44.5596095618)
2345,,12052,,au coeur de capdenac Adresse Administrative : Associtation derriere le hublot Pole des arts de la rue Capdenac (Maison du Parc de Capéle) 12700 Capdenac-Gare,"44.5596095618, 2.06863929998",44.5596095618,2.06863929998,4056,POINT(2.06863929998 44.5596095618)
4682,,12056,,Salle Des Fetes Lax,"44.2810938954, 2.44964862339",44.2810938954,2.44964862339,4060,POINT(2.44964862339 44.2810938954)
295,Départementale,12076,1  Abbatiale Sainte-Foy,,"44.5952473002, 2.4201643341",44.5952473002,2.4201643341,4080,POINT(2.4201643341 44.5952473002)
6773,,12089,58 Rue Cayrade,,"44.567273002, 2.25243853064",44.567273002,2.25243853064,4091,POINT(2.25243853064 44.567273002)
5711,,1209,Route de Genève,Fort l'Ecluse,"46.1086518044, 5.87649017888",46.1086518044,5.87649017888,180,POINT(5.87649017888 46.1086518044)
6045,,1209,Route de Genève,Fort l'Ecluse,"46.1086518044, 5.87649017888",46.1086518044,5.87649017888,180,POINT(5.87649017888 46.1086518044)
1748,Régionale,12094,Rue de la grave,Sous le Château,"44.6544227279, 2.57843798744",44.6544227279,2.57843798744,4096,POINT(2.57843798744 44.6544227279)
5414,,12094,Place de l'Eglise,,"44.6544227279, 2.57843798744",44.6544227279,2.57843798744,4096,POINT(2.57843798744 44.6544227279)
2669,,12096,28 Rue Droite,,"44.5188717043, 2.76426608276",44.5188717043,2.76426608276,4098,POINT(2.76426608276 44.5188717043)
2060,,12101,,la Vallée du Lot,"44.5935121569, 2.2651648768",44.5935121569,2.2651648768,4103,POINT(2.2651648768 44.5935121569)
4537,,12105,,Dans l'ancienne école saint jean baptiste de la fouillade,"44.2345851449, 2.04784404559",44.2345851449,2.04784404559,4107,POINT(2.04784404559 44.2345851449)
4949,,1213,,En plein air,"45.9269989549, 5.2947657235",45.9269989549,5.2947657235,184,POINT(5.2947657235 45.9269989549)
